htid,author,title,year,authgender,female_category,intl_intensity
nyp.33433082290879,"Yonge, Charlotte M.",Aunt Charlotte's stories of German history for the little ones,1878,f,high_male,2302.0063357972545
mdp.39015073316757,"Carlyle, Thomas,",[Works],1885,m,high_male,1422.3788417336805
mdp.39015038144393,"de Tudèle, Guillaume,",The song of the Cathar wars : | a history of the Albigensian Crusade / | $c: William of Tudela and an anonymous successor ; translated by Janet Shirley.,1996,u,high_male,1405.5260262509491
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,high_male,1403.7122969837587
uc1.31822022095780,"Mathews, Basil,",The ships of peace. | $c: Rev. and edited by Joyce Reason,1947,m,high_male,1391.1297551181383
uc2.ark:/13960/t1qf8mt9n,"Larrouy, Maurice,",The odyssey of a torpedoed tramp,1918,m,high_male,1391.1230265117665
wu.89079729414,"Moorehead, Alan,","African trilogy : | comprising Mediterranean front, A year of battle, The end in Africa : a personal account of the three years' struggle against the axis in the Middle East and North Africa, 1940-3 / | $c: Alan Moorehead ; with a foreword by Field-Marshal Viscount Wavell.",1944,m,high_male,1389.284912608519
uc1.$b582056,"Macdonald, Mina",Some experiences in Hungary,1916,f,mixed,1362.680962614836
mdp.39015016869177,"Cieza de León, Pedro de,",The war of Chupas,1918,m,high_male,1344.847188760456
wu.89016963142,"Elsbree, Elizabeth Sellers,",Across the Isthmus of Panama.,1937,f,high_male,1331.2764255513655
mdp.39015008631205,"Ballard, J. G.,",Hello America / | $c: J.G. Ballard.,1981,m,high_male,1320.7203455993338
uc1.b4374032,"Vaphopoulou-Richardson, C. E.",Greek terracottas / | $c: by C.E. Vafopoulou-Richardson.,1981,u,mixed,1318.542305259573
njp.32101073814392,"Froissart, Jean,",The Chronicles of Froissart,1904,f,high_male,1301.3798048905192
mdp.39015050674871,"Jones, Tristan,",Somewheres east of Suez / | $c: Tristan Jones.,1988,m,high_male,1296.2156670657812
uc2.ark:/13960/t1pg1p49w,"James, G. P. R.",Dark scenes of history,1849,m,high_male,1292.476920054999
mdp.39015073316914,"Carlyle, Thomas,",[Works],1885,m,high_female,1285.8201991066392
mdp.39015073316765,"Carlyle, Thomas,",[Works],1885,m,high_female,1275.6477312892505
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,1246.0583867358357
uiuo.ark:/13960/t0cv52b6x,"Craik, Georgiana M.",Sydney,1881,f,high_female,1238.031618793142
wu.89095837944,"McMillan, Richard.","Miracle before Berlin, | $c: by Richard McMillan.",1946,m,high_male,1237.1555192411874
uc1.b4567288,"Divine, A. D. (Arthur Durham),","The wake of the raiders : | the exploits and the failure of the pocket battleships, and a consecutive account of events at sea / | $c: A.D. Divine.",1940,m,high_male,1221.8463455888898
uc2.ark:/13960/t4rj4bm4w,"Mathews, Basil,",The ships of peace,1919,m,high_male,1211.3447091025564
mdp.39015070528594,"Donatti, Arthur Louis.","The orphan of Novogorod, an Illyrian tale",1841,m,high_male,1191.6278251692902
uc1.b4084788,"Viscount Samuel, Samuel, Edwin,","My friend Musa, and other stories.",1963,m,,1186.3962394891098
mdp.39015073317078,"Carlyle, Thomas,",[Works],1885,m,high_male,1162.0322872927395
nnc1.cu01579681,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,1156.2402738873325
inu.30000004090332,"Sitwell, Sacheverell,",Touching the Orient; | six sketches | $c: by Sacheverell Sitwell.,1934,u,high_male,1152.8305532298573
uc1.31822011370293,"Mielche, Hakon,",Round the world with Galathea. | $c: [Tr. from the Danish by M. A. Michael],1953,u,high_male,1141.9705631578213
mdp.39015018941461,"White, Kenneth,",The blue road / | $c: Kenneth White.,1990,m,high_male,1140.3277342948436
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,1124.8651702706866
wu.89100004720,"Zbyszewski, Karol.","The fight for Narvik; | impressions of the Polish campaign in Norway. | $c: Text by Karol Zbyszewski, drawings by Józef Natanson.",1940,u,high_male,1121.5991116046644
uiuo.ark:/13960/t1rf6927n,"Craik, Georgiana M.",Sydney,1881,f,high_female,1117.959538749144
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,1116.559788758959
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,1091.790670456445
uc2.ark:/13960/t72v2fs3v,"Mühlbach, L.",Queen Hortense,1870,f,high_female,1084.8567237863556
mdp.39015006587300,"Bonhomme, Samuel,",Enoch Powell and the West Indian immigrants.,1971,m,high_male,1081.2903225806451
uiuo.ark:/13960/t8qc0k82w,"Craik, Georgiana M.",Sydney,1881,f,high_female,1078.9068080147365
mdp.49015001248211,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,1078.757862977827
nyp.33433067352884,"Watson, E. H. Lacon",A conversational tour in America,1914,u,,1076.134699853587
uc1.32106006093162,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,1073.1154247166942
inu.30000110619701,"Gardner, Frank,",Far horizons : | unusual journeys and strange encounters from a travelling life / | $c: Frank Gardner ; with a foreword by Michael Palin.,2009,m,,1064.7619345652547
uc1.31822004859112,,"Catalogue of the George Ortiz collection of African and Oceanic works of art ... / | $c: sold by auction by Sotheby Parke Bernet and Co. ... 29th June, 1978",1978,u,high_male,1062.6368345170076
mdp.39015012192483,"Farah, Nuruddin,",From a crooked rib.,1970,m,high_female,1061.585458473275
uc2.ark:/13960/t7kp7zc3h,"Weindel, Henri de.",The real Francis-Joseph,1909,m,high_female,1054.2326045815
wu.89073622094,"Budd, Jackson.",Around France in an 8 h p car.,1950,m,,1050.188569770815
uc1.b3296373,"Turquan, Joseph,",The Empress Josephine,1913,m,high_female,1047.2141840495424
uc1.$b298821,"Graham, Stephen,",St. Vitus day | $c: [by] Stephen Graham.,1930,m,high_male,1042.6638677754584
uc2.ark:/13960/t74t6jf5c,"Murray, John Wilson,",Memoirs of a great detective,1904,m,high_male,1042.199488491049
uc1.32106007020925,"Battye, Evelyn.",Costumes and characters of the British Raj / | $c: Evelyn Battye ; illustrated by Cecil Elgee ; introduction by M.M. Kaye.,1982,f,mixed,1041.914269867681
inu.30000041710629,"Weindel, Henri de.",Behind the scenes at the court of Vienna;,1914,m,high_female,1036.6731999905542
mdp.39015030703774,"Marshall, Bruce,",Peter the Second / | $c: Bruce Marshall.,1976,m,high_male,1027.9356633208365
umn.31951002056112q,"Knight, Brigid.",The cloister and the citadel / | $c: Brigid Knight.,1958,f,mixed,1027.9052519352897
wu.89095735338,"Ari Þorgilsson,",The book of the settlement of Iceland,1908,u,high_male,1018.987341772152
mdp.39015032577176,"Stangerup, Henrik.",Brother Jacob : | a novel / | $c: by Henrik Stangerup ; translated from the Danish by Anne Born.,1993,u,high_male,1015.1464954084796
mdp.39015073316922,"Carlyle, Thomas,",[Works],1885,m,high_male,1014.785760932899
uc2.ark:/13960/t80k2b87q,"Garstin, Crosbie,",The coasts of romance,1922,u,high_male,1002.7159748703738
mdp.39015030703824,"Marshall, Bruce,",Urban the Ninth.,1973,m,,1001.1012113324656
inu.32000009069933,"Samuel, Edwin, Viscount Samuel,",A cottage in Galilee / | $c: Edwin Samuel.,1957,m,,998.7247466272904
uc1.$b528548,"Lyall, Archibald,",Russian roundabout : | a non-political pilgrimage / | $c: by Archibald Lyall.,1933,m,mixed,997.9098694942904
mdp.39015066901128,"McCullough, Colleen,",Antony and Cleopatra / | $c: Colleen McCullough.,2007,f,mixed,990.0921690825928
mdp.39015020731942,"Eiselin, Max.",The ascent of Dhaulagiri / | $c: by Max Eiselin ; translated from the German by E. Joel Bowman.,1961,m,high_male,986.5575686732906
uc2.ark:/13960/t8df6pd80,"Mathews, Basil,","John Williams, the shipbuilder",1915,m,high_male,984.402335953478
mdp.39015060652222,"Evans, Diana.",26a / | $c: Diana Evans.,2005,f,high_female,977.4220146937564
uc1.b4505377,"Tantri, K'tut.",Revolt in paradise.,1960,u,high_male,973.9469198928658
uc1.b4503874,"Harrison, Marion Chilton",Byliny book;,1915,u,high_male,973.85955920041
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,973.7682899529904
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,972.627483673753
uc2.ark:/13960/t0wp9vk7h,"Mathews, Basil,",Yarns on African pioneers to be told to boys,1920,m,mixed,970.3741821656988
uc2.ark:/13960/t01z45s71,"Gilbreath, Olive.",Russia in travail,1918,f,,968.209669623786
mdp.39015025220321,"Sinclair, Clive,",Augustus Rex : | a novel / | $c: by Clive Sinclair ; original drawings by Yosl Bergner.,1992,m,,966.3201449480216
uc2.ark:/13960/t3ws8kw5r,"Wedmore, Frederick,",Pastorals of France,1877,m,mixed,962.3967864316
mdp.39015070219079,"Sala, George Augustus,",Under the sun,1886,m,,956.719536928018
mdp.39015073317086,"Carlyle, Thomas,",[Works],1885,m,high_male,956.1621573785792
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,953.4632034632034
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,950.9967177137576
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,950.0794491525425
uc1.31822010542447,"La Croix, Robert de",Mysteries of the Pacific / | $c: by Robert de La Croix. Translated from the French by James Cleugh,1957,m,high_male,948.301832423016
mdp.39015005279495,"Alpers, Antony,","Maori myths & tribal legends,",1964,m,,947.6415508229188
uc1.b3945613,"Baroness, Orczy, Emmuska Orczy,",The turbulent duchess (H. R. H. Madame la Duchesse de Berri),1935,f,high_female,943.9904026392744
mdp.39015017721922,"De Rosa, Peter,",Rebels : | the Irish rising of 1916 / | $c: Peter De Rosa.,1990,m,high_male,939.7376619258408
uc2.ark:/13960/t3gx46g5z,"Morison, Margaret Cotter.",A lonely summer in Kashmir,1904,u,high_male,939.6011723464168
mdp.39015050321846,"Waage, Johan.",The Narvik campaign. | $c: Translated from the Norwegian by Ewan Butler.,1964,m,high_male,934.4863880749864
umn.31951d00413670x,,Catalogue of the Batrachia Salientia s. Ecaudata in the collection of the British Museum.,1966,u,high_male,933.6543606206528
uc1.b4358582,"Hindus, Maurice Gerschon,",We shall live again,1939,m,high_male,933.1379656049974
inu.39000005875807,"Anstruther, F. C. (Fay Carmichael)",Old Polish legends / | $c: retold by F. C. Anstruther  ; wood-engravings by J. Selkalsi ; foreword by Z. Nowakowski.,1945,f,mixed,927.2157409019676
mdp.39015063970274,"Fuller, Roy,","Savage gold, | a story of adventure. | $c: With illus. by Robert Medley.",1957,m,high_male,922.9514879739096
mdp.39015061187673,"Zhou, Weihui,",Marrying Buddha / | $c: Wei Hui.,2005,u,,920.3625881290592
uc2.ark:/13960/t2p55g671,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,915.681037771843
mdp.39015047753259,"Kirst, Hans Hellmut,","No one will escape, | a novel;",1959,m,,914.7584576746935
mdp.39015022242401,"Coyle, William.",Chief of staff : | a novel / | $c: William Coyle.,1991,m,high_male,911.9486558171518
mdp.39015059447808,"Frey, Albert R.",Sobriquets and nicknames,1895,m,high_male,911.7272124108216
nyp.33433057525093,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,908.140142931846
mdp.39015069768946,"Ėrenburg, Ilʹi͡a,",A soviet writer looks at Vienna / | $c: Ilya Ehrenburg ; translated by Ivor Montagu.,1934,u,high_male,906.6579277950736
inu.32000009470826,"De Polnay, Peter,",Death and to-morrow.,1942,m,,906.4175104228708
nyp.33433075739346,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,904.8525281395694
inu.30000011905878,"Feuchtwanger, Lion,",The Ugly Duchess. | An historical romance.,1946,m,,902.589738248976
mdp.39015001160764,"O'Connor, Ulick.",Irish tales and sagas / | $c: Ulick O'Connor ; illustrations by Pauline Bewick.,1981,u,mixed,900.774102744546
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,900.4110572217751
njp.32101072790544,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,898.5700773382296
mdp.39015002141342,"Dowrick, Stephanie.",Greek island mythology.,1974,f,mixed,895.8540706960812
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,893.3792476122408
inu.39000000965470,"Sharp, Colin Ainsworth.",Border line / | $c: Colin Ainsworth Sharp.,1984,m,,890.3637020731346
mdp.39015009349294,"Abdullah, Achmed,","My nine lives; | adventures and reminiscences, | $c: by Achmed Abdullah. Illustrated by Erick Berry.",1934,m,,888.1308081402187
mdp.39015077124553,"Carr, Reg.",The last tango of Señor Menendez / | $c: Reg Carr.,2008,m,mixed,887.2207573584355
uc1.b3331992,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,884.2905778838926
uc2.ark:/13960/t7xk89r6g,"Festing, Gabrielle.",From the land of princes,1904,f,high_male,883.7520327056642
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,881.8466078768929
inu.30000100855364,"Plivier, Theodor,",Berlin | $c: [by] Theodor Plievier; [translated from the German by Louis Hagen],1969,m,high_male,880.8439223207864
uc1.$b102383,"King-Hall, Stephen, Sir,","Men of destiny : | or, The moment of no return / | $c: Stephen King- Hall.",1960,m,,880.2491619816822
uc1.b4937384,,The water house / | $c: Antonio Olinto ; translated by Dorothy Heapy.,1982,u,high_female,879.1618739702179
uc1.$b322835,"Blair, Andrew James Fraser,","1957, | $c: by Hamish Blair.",1930,m,high_male,873.9669947935688
mdp.39015011346924,"Kubly, Herbert.",Easter in Sicily.,1956,m,mixed,873.0486820606703
uc2.ark:/13960/t8jd4zv1w,"Martin, Frederick Townsend,",Things I remember,1913,m,,872.3461255106824
uc1.$b435114,"Vinogradov, Anatoliĭ,","The condemnation of Paganini,",1946,u,,871.9207113037381
uc1.$b795583,"Roberts, Cecil,",So immortal a flower / | $c: Cecil Roberts.,1944,m,,870.6283343212804
uc1.32106018787157,"Sebbar, Leı̈la",Sherazade / | $c: Leı̈la Sebbar ; translated by Dorothy S. Blair,1999,u,,868.5409363779572
mdp.39015063619194,"Joubert, Carl.",Russia as it really is,1904,m,high_male,866.8861216217799
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,866.6541518052687
uc1.$b322906,"Aiken, Conrad,",A heart for the gods of Mexico.,1939,m,high_female,863.228096595493
mdp.39015062110344,"Follett, Ken.",On wings of eagles / | $c: by Ken Follett.,1983,m,high_male,862.4291755110228
nyp.33433082548144,"Bayley, Henry,","Employment, the true source of happiness, or, The good uncle and aunt",1825,f,high_female,862.4281309890845
mdp.39076006480441,"Kessel, Joseph,",The magic touch. | $c: Translated from the French by Denise Folliot. With an introd. by H. R. Trevor-Roper.,1961,m,high_male,859.785487863129
mdp.39015030130374,"Sharp, William,",Life of Heinrich Heine,1888,m,high_male,855.3186363088785
mdp.39015019670390,"Louvish, Simon.",The last trump of Avram Blok / | $c: Simon Louvish.,1990,m,,854.9941588785047
uc1.$b492992,,The books of the Maccabees.,1949,u,high_male,854.8093605856714
mdp.39015009194203,"Masters, John,",The Himalayan concerto : | a novel of adventure / | $c: by John Masters.,1976,m,high_male,854.5613275510855
mdp.39015060112565,"Haylock, John.",Loose connections / | $c: by John Haylock.,2003,m,mixed,853.7808993888532
mdp.39015031326153,"Ike, Vincent Chukwuemeka,",Sunset at dawn : | a novel about Biafra / | $c: Chukwuemeka Ike.,1976,m,,853.7416662510182
nnc1.cu01579690,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,853.5859115787086
umn.319510020966623,"Woodward, William Harrison,",Elena.,1929,m,high_female,853.251775761001
mdp.39015003666040,"Goddard, Donald.",Easy money / | $c: Donald Goddard.,1980,m,high_male,852.9445238305998
uc1.b3117370,"Hibben, Frank C. (Frank Cummings),",Hunting in Africa / | $c: by Frank C. Hibben.,1964,m,high_male,852.5113388207627
mdp.39015063547627,"Coryn, Marjorie,","Black Mastiff, / | $c: by M. Coryn.",1933,f,high_male,852.1424678391917
wu.89000839811,Sundowner.,Told by the taffrail,1901,u,high_male,851.049599973248
mdp.39015048917853,"Ali, Tariq.",Fear of mirrors / | $c: Tariq Ali.,1998,u,,851.0427339128134
uc1.b4363354,"Voznesenskai͡a, I͡Ulii͡a.",The star Chernobyl / | $c: Julia Voznesenskaya ; translated from the Russian by Alan Myers,1987,u,high_female,850.916429464299
uiuo.ark:/13960/t1wd47091,"Disraeli, Isaac,","Despotism: or, The fall of the Jesuits",1811,m,high_male,848.7953063108674
uc1.b3347084,"Kenyon, F. W. (Frank Wilson),","I, Eugenia.",1962,m,mixed,848.7952312987995
coo.31924079479493,"Samarow, Gregor,",For sceptre and crown,1875,m,high_male,848.0165834354092
inu.30000110620394,"Drake, John,",Flint and Silver / | $c: John Drake.,2008,m,,847.1062140868432
mdp.39015001143810,"Schirach, Henriette von,",The price of glory. | $c: Translated and adapted by Willi Frischauer.,1960,f,,842.4450937882929
uc1.$b188484,"Dekobra, Maurice,",The golden-eyed Venus. | $c: Translated by Sheila O'Callaghan from the French.,1963,m,mixed,840.8190424341408
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,840.4290611522727
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,836.5769169005362
uc2.ark:/13960/t4hm57z03,"Bresciani, Antonio,",Lionello,1861,m,,836.195311333433
nyp.33433060332925,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,835.0872428542332
nyp.33433057525101,"Montesquieu, Charles de Secondat,",Persian letters,1892,m,high_male,834.85223278219
mdp.39015000542558,"Pemba, Tsewang Y.",Idols on the path | $c: [by] Tsewang Pemba. -,1966,u,high_male,834.1085271317829
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,834.006062582532
mdp.39015034437676,"Endō, Shūsaku,",Deep river / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1994,m,mixed,833.8284189570892
mdp.39015010528738,"Druon, Maurice,",The lily and the lion; | a novel. | $c: Translated from the French by Humphrey Hare.,1961,m,,833.6488042979229
mdp.39015001172561,"Endō, Shūsaku,",The samurai : | a novel / | $c: Shusaku Endo ; translated by Van C. Gessel.,1982,m,high_male,832.0469861827493
mdp.39015005256261,"Murray, Margaret Alice.",Ancient Egyptian legends / | $c: by M. A. Murray.,1927,f,high_female,831.7783611119897
uc1.$b574244,"Taylor, Peter,",Coopers Creek to LangTang II / | $c: Peter Taylor.,1965,m,,831.2804418497396
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,831.0434063442095
mdp.39015056943023,"Colquhoun, Keith.",Killing Stalin / | $c: Keith Colquhoun.,2002,m,,829.5523803074424
mdp.39015064126637,"Gavin, Catherine Irvine.",The house of war / | $c: [by] Catherine Gavin.,1970,f,,829.5476989926921
uc1.$b674232,"Oppenhejm, Ralph.",Spain in the looking-glass; | translated by K. John.,1955,m,mixed,829.2052552229161
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,828.3963401178089
mdp.39015041369060,"Everett, Peter",Matisse's war / | $c: Peter Everett.,1997,m,mixed,827.3772776741789
uc1.$b557778,"Mackenzie, Kenneth,","Been places and seen things, | $c: by Kenneth Mackenzie. Introduction by George Blake.",1935,m,high_male,827.3124921391338
mdp.39015022430345,"Birabongse Bhanudej, Prince,","Blue wings to Bangkok, | $c: by H.H. Prince Birabongse (B. Bira)",1954,m,high_male,826.4916966160001
uc1.b4184454,Sister of Notre Dame.,Vittorino da Feltre,1920,f,,825.9450717648078
uc1.32106006682584,"Farhi, Moris.",The last of days / | $c: Moris Farhi.,1983,u,high_male,822.3332730590305
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,821.7544955222187
uc1.b3234350,"Jesse, F. Tennyson (Fryniwyd Tennyson),",The dragon in the heart; | a love story.,1956,f,high_female,820.4042930368701
mdp.39015046834175,"Malaparte, Curzio,",Kaputt. | $c: Translated from the Italian by Cesare Foligno.,1948,u,,820.3199186419081
uc1.b3331991,"Paterson, Arthur,",The daughter of the Nez Percés,1894,m,mixed,819.5468612692472
wu.89095839767,"Droste, Chris B.",Till better days / | $c: by Ch. B. Droste.,1945,m,high_male,819.4383995437561
uc2.ark:/13960/t3125v37k,"Grant, Marjorie.",Verdun days in Paris,1918,f,,816.8417925964429
inu.32000011265255,"Coryn, M. S.,","The acquirer, 1027-1087, | $c: by M. Coryn.",1934,u,high_male,815.0937150895774
mdp.39015051144783,"Byrne, Donn,","The power of the dog, | $c: by Donn Byrne.",1929,m,,812.9955760069795
mdp.39015030847415,"Balchin, Nigel,",The Borgia testament.,1948,m,mixed,811.621430101679
mdp.39015003929836,"Gibbs, Philip,",Cities of refuge ...,1936,m,mixed,810.0306898951524
mdp.39015050291916,"Hopkins, John,",All I wanted was company / | $c: John Hopkins.,1999,m,,807.510737230682
uc1.$b318468,"Morand, Paul,",Black magic: | translated from the French by Hamish Miles ... | $c: by Aaron Douglas.,1929,m,,806.3304452346372
mdp.39015040572268,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1997,m,high_male,806.290064102564
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,805.7524606048243
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,803.034918173511
mdp.39015014117652,"Porter, Anna Maria,",The recluse of Norway,1814,f,,801.6361411902196
mdp.39015056825758,"Sibal, Nina.",Yatra : | the journey / | $c: Nina Sibal.,1987,f,,800.7807612422112
mdp.39015013763571,"Druon, Maurice,",The poisoned crown ; | a novel / | $c: translated from the French by Humphrey Hare.,1957,m,mixed,800.7356899336085
nyp.33433074909924,"Defoe, Daniel,",Memoirs of a cavalier,1809,m,high_male,800.4377393887281
wu.89099048308,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1998,m,high_male,797.9902467858726
mdp.39015031238739,"Handl, Irene.",The Gold Tip Pfitzer: | a novel.,1973,f,,797.7606717984606
mdp.39015000550114,"Pomeroy, Miggs.",The rays of July.,1966,u,,797.6039589573028
uiuo.ark:/13960/t0ms4cr83,"Saunders, John,","Israel Mort, overman",1876,m,high_male,795.0747149036572
mdp.39015027936700,"Ganzhorn, John W.",I've killed men,1910,m,high_male,794.6602564850577
mdp.39015031232385,"Dutton, Geoffrey.",Tamara.,1970,m,mixed,794.1737471822437
mdp.39015084096109,"Oliver, Christian.",The viper of Kerman / | $c: by Christian Oliver.,2009,m,high_male,793.7366178601553
inu.32000009224538,"De Chair, Somerset Struben,","Bring back the gods : | the epic career of the Emperor Julian, the Great / | $c: Somerset De Chair.",1962,u,,793.3833107129518
njp.32101072795097,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,793.3436532507739
mdp.39015059774995,"[Weldon, A. E.],",The clanking of chains,1920,u,high_male,792.3008708040762
uc1.$b283074,"Tuohy, Ferdinand,","The battle of brains, | $c: by Ferdinand Tuohy.",1930,m,mixed,791.4068769677141
uc1.$b281550,"Parry, A. F.","H.M.A.S. Yarra, the story of a gallant ship, | $c: by A.F. Parry ...",1944,u,,788.3498176871356
uc2.ark:/13960/t07w6dh59,"Trowbridge, W. R. H.",Seven splendid sinners,1908,m,high_female,787.8553304949899
mdp.39015034399488,"Carson, Michael,",The knight of the flaming heart / | $c: Michael Carson.,1995,m,,786.9211018480361
uiuo.ark:/13960/t04x5xf7m,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,785.8025781387958
uc1.b4402151,,The ninth wave.,1955,u,mixed,785.6906039131876
mdp.39015011299693,"Cooke, Alistair,",Christmas Eve; | $c: illustrated by Marc Simont.,1952,u,high_male,785.5662983425412
mdp.39015008778162,"Silverberg, Robert.",The gate of worlds / | $c: Robert Silverberg.,1978,m,high_male,783.8103148833345
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,783.3616978676545
mdp.39015051349788,"Boland, Bridget.",The wild geese : | a novel / | $c: by Bridget Boland.,1988,f,,783.1082302866761
loc.ark:/13960/t5m90wb3j,"Moore, G. Greville","Memories of an old Etonian, 1860-1912",1919,u,,782.1797547387847
uiuo.ark:/13960/t8sb4qd43,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,781.9327537831749
mdp.39015065646914,,The ninth wave.,1955,u,mixed,781.0462286522408
umn.31951002102719v,,The Holy Bible reprinted according to the Authorized version.,1926,u,high_male,780.269923765147
mdp.39015063590437,"DÁuvergne, Edmund Basil Francis.",The bride of two kings,1910,m,,779.5753393978821
umn.31951002218072c,"McLeish, Kenneth,",Myths and legends of ancient Rome / | $c: by Kenneth McLeish.,1987,m,mixed,778.0125973810707
mdp.39015003337345,"Townsend, Peter,",The girl in the white ship : | a story of the Vietnamese boat people / | $c: Peter Townsend.,1981,m,high_male,778.0091359579034
uc1.b3810867,"Byrne, Donn,",Brother Saul / | $c: by Donn Byrne.,1927,m,high_male,776.9087279510422
uc1.b2829693,"Compton-Burnett, Juliet.",And it came to pass : | Old Testament reader / | $c: adapted from the authorised version by Juliet Compton-Burnett.,1964,f,high_male,775.5277897457993
loc.ark:/13960/t0sq8z82b,"Snider, C. H. J.",In the wake of the eighteen-twelvers;,1913,u,,775.366830746819
njp.32101067630390,"Brooks, Elbridge S.",A son of Issachar,1890,m,mixed,774.9548208780694
umn.31951001843869e,,The Oxford illustrated Old Testament; | with drawings by contemporary artists.,1968,u,high_male,774.8089306132272
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,774.6423207651568
mdp.39015033170096,"Morgan,",The princess;,1835,f,,773.3903420523139
mdp.39015014117660,"Porter, Anna Maria,",The recluse of Norway,1814,f,,772.836905934708
inu.39000003654576,"Barber, Noel,",A handful of ashes; | a personal testament of the battle of Budapest.,1957,m,,771.5361872747156
uc1.32106005792160,,The Oxford illustrated Old Testament; | with drawings by contemporary artists.,1968,u,high_male,771.2068729535381
uiuo.ark:/13960/t8gf1fc8c,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,770.8985786557455
mdp.39015010826439,"Moraes, Dom,","Gone away, | an Indian journal.",1960,m,high_male,770.7774798927614
uc1.$b562035,"McDougall, Ian.",African turmoil.,1954,m,high_male,769.835035349568
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,,768.7600397766387
wu.89099400848,"Klimov, Grigoriĭ Petrovich.","The terror machine; | the inside story of the Soviet administration in Germany, | $c: by Gregory Klimov.  Translated from the German by H. C. Stevens.  Introduced by Edward Crankshaw and Ernst Reuter.",1953,u,,768.65412194168
uc2.ark:/13960/t4dn4205x,"Jørgensen, Johannes,",Pilgrim walks in Franciscan Italy,1908,u,high_male,767.1213856780868
