htid,author,title,year,authgender,female_category,urban_others
pst.000032008142,"Brook, Peter.",Peter Brook.,1994,m,high_male,500.79206908886505
mdp.39015050697781,"Bracewell, Michael,",Perfect tense / | $c: Michael Bracewell.,2001,m,,472.5509533201841
mdp.39015059287584,"Momjian, Serge.",The singer of the opera / | $c: Serge Momjian.,2004,m,high_female,409.19052184632244
inu.32000002424788,"Lowther, Anthony William George.","The Roman theatre at Verulamium (St. Albans), | a reconstruction, | $c: by Anthony W. G. Lowther.",1935,m,high_male,375.8919469928644
coo.31924087514372,,"The Vintage book of office life, or, Love among the filing cabinets / | $c: edited, with an introduction, by Jeremy Lewis.",1998,u,,361.90313097582555
inu.39000001367619,"Okpi, Kalu,",Coup! / | $c: Kalu Okpi.,1982,u,high_male,285.4890018760706
uc1.$b796103,"Werfel, Franz,","Verdi; | a novel of the opera / | $c: Franz Werfel, translated  by Helen Jessiman.",1923,m,mixed,270.0591747309337
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,high_male,264.4609498086878
mdp.39015017751713,"Taylor, Alistair.",Yesterday : | the Beatles remembered / | $c: Alistair Taylor with Martin Roberts.,1988,u,high_male,254.70496674685157
uc1.b4362247,"Anderman, Janusz,",The edge of the world / | $c: by Janusz Anderman ; preface by Jerzy Pilch ; translated by Nina Taylor.,1988,u,high_male,252.69928784746153
mdp.39015024986732,"Poliakoff, Stephen,",Close my eyes / | $c: Stephen Poliakoff.,1991,m,high_female,243.83542825743527
mdp.39015056224192,"Thapa, Manjushree.",The tutor of history / | $c: Manjushree Thapa.,2001,u,,231.39674737227423
mdp.39015079360940,"Derbyshire, Ron.",The dormant register / | $c: Ron Derbyshire.,2009,m,,228.27455919395467
mdp.39015029213868,"Modiano, Patrick,",Honeymoon / | $c: Patrick Modiano ; translated from the French by Barbara Wright.,1992,m,high_female,227.63379413368742
mdp.39015032763081,"Purdy, James,",Out with the stars / | $c: James Purdy.,1992,m,,224.18291228024174
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,221.52687397889957
uc1.b2840598,"Simenon, Georges,",Maigret takes the waters / | $c: Georges Simenon ; translated from the French by Eileen Ellenbogen.,1969,m,high_female,221.41250719154797
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,219.23814743765416
uc1.b3473209,"Sotabinda, Maurice.",The money-doublers / | $c: Maurice Sotabinda.,1985,m,mixed,218.86574630814374
mdp.39015050498065,"Smith, Ali,",Hotel world / | $c: Ali Smith.,2001,m,high_female,217.59883198562443
uc1.32106011414254,"Simenon, Georges,",Maigret's failure / | $c: Georges Simenon ; translated from the French by Daphne Woodward,1962,m,,215.134019713301
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,mixed,214.12264819334015
uiuo.ark:/13960/t51g1cb2p,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,209.38386629167545
uc1.32106014264334,"Atxaga, Bernardo",The lone man / | $c: Bernardo Atxaga ; translated from the Spanish by Margaret Jull Costa,1996,m,,209.25428769436763
uc1.b3125641,"Berners, Gerald Hugh Tyrwhitt-Wilson, Baron,","Count Omega, | $c: by Lord Berners. With a frontispiece by the author.",1941,m,mixed,206.94090998070416
uc1.b3565307,"Forester, C. S. (Cecil Scott),",Marionettes at home.,1936,m,,206.8706118355065
mdp.39015039745800,"Tierney, Jane.",Tōbō : | one woman's escape.,1985,f,high_female,206.28311884935655
mdp.39015013518900,"Simenon, Georges,",The night-club / | $c: Georges Simenon ; translated from the French by Jean Stewart.,1979,m,high_female,205.28289239405936
mdp.39015029101790,"Lively, Adam.",Sing the body electric : | a novel in five movements / | $c: Adam Lively.,1993,m,mixed,201.5484229137626
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,199.04898816764347
uc1.32106011414197,"Simenon, Georges,",Madame Maigret's friend / | $c: Georges Simenon ; translated from the French by Helen Sebba,1967,m,high_male,198.24880224681976
mdp.39015037444844,"Palin, Michael.",Hemingway's chair / | $c: Michael Palin.,1995,m,mixed,197.79798367157463
mdp.39015019119463,"Trevor, William,",Mrs. Eckdorf in O'Neill's Hotel.,1969,m,,197.54964246297104
mdp.39015053577055,"Mokoso, Ndeley.","Man pass man, and other stories / | $c: Ndeley Mokoso.",1987,u,high_male,197.308621721684
uc1.b3346278,"Dunning, Philip,",Broadway : | a novel / | $c: by Philip Dunning and George Abbott.,1928,m,mixed,197.2629762051535
inu.30000045132572,"Chitambo, John.",Secret blood / | $c: John Chitambo.,1993,m,,194.50447669033653
mdp.39015002716614,"Rhys, Stella.",Five stories.,1952,f,,194.29389508129665
mdp.39015009367114,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,1923,m,high_male,193.99264110559773
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,193.5115007403281
mdp.39015025927370,"Koš, Erih.",The strange story of the great whale also known as Big Mac. | $c: Translated from the Serbo-Croat by Lovett F. Edwards.,1962,u,,192.09930056152103
mdp.39015049678942,"Mathur, Anurag.",Scenes from an executive life / | $c: Anurag Mathur.,2000,u,high_male,191.0497034908602
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,190.87588784818024
mdp.39015034995848,"Griffiths, Janette.",The singing house / | $c: Janette Griffiths.,1995,f,,190.83969465648855
mdp.39015070219053,"Strong, L. A. G. (Leonard Alfred George),","The big man, | $c: by L. A. G. Strong.",1931,m,high_female,188.59551808298204
inu.32000006722955,"Buchanan, Meriel,","Petrograd, the city of trouble, 1914-1918",1918,u,high_male,187.65036086607859
mdp.39015011346924,"Kubly, Herbert.",Easter in Sicily.,1956,m,mixed,187.01155534557768
mdp.39015054068088,"Hrabal, Bohumil,",A close watch on the trains; | $c: translated by Edith Pargeter.,1968,m,,185.83118703745964
mdp.39015080823795,,Midsummer nights / | $c: edited by Jeanette Winterson.,2009,u,,183.1636017290644
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,high_male,182.64313454070057
uc1.$b684901,"Altman, Phyllis.",The law of the vultures / | $c: by Phyllis Altman.,1954,f,high_male,181.66129252009628
njp.32101013041064,"Balzac, Honoré de,",Comedy of human life,1887,f,mixed,179.75333270991138
mdp.39015003664318,"Narayan, R. K.,",The dark room / | $c: R. K. Narayan.,1978,m,high_female,179.5430811791217
mdp.39015046880368,"Singh, Ajay,","Give 'em hell, Hari / | $c: Ajay Singh.",1998,u,high_male,179.48181507867469
mdp.39015064872859,"Ballard, J. G.,",Kingdom come / | $c: J.G. Ballard.,2006,m,mixed,178.40186458722988
mdp.39015041621841,"Karagiōrgas, Geōrgios,",The fall of a dictator / | $c: George Karagiorgas.,1997,u,high_male,177.917955560947
mdp.39015001528036,"Cendrars, Blaise,",To the end of the world; | $c: translated from the French by Alan Brown.,1967,u,,176.5515590400383
uc1.b4097211,"Chitty, Thomas Willes, Sir, bart.,","Games of chance; | the interviewer, the investigator, | $c: [by] Thomas Hinde.",1965,m,,176.45171639396855
uc1.$b243801,"Jacobson, Dan.",The price of diamonds.,1957,m,high_male,176.2125548320982
mdp.39015058515126,"Raphael, John N.",Pictures of Paris & some Parisians,1908,m,mixed,175.71497818710617
uc1.b2841234,"Fisher, Michael.",The executive : | a novel / | $c: by Michael Fisher.,1969,m,,175.6090603578146
uc1.32106011414098,"Simenon, Georges,",Maigret's revolver; | $c: translated from the French by Nigel Ryan,1954,m,,175.5021842391408
uc1.$b807432,"Morgan, Robert,",The winds blow red / | $c: by Robert Morgan.,1962,m,high_male,175.37080521951074
uc1.32106011414155,"Simenon, Georges,",Maigret loses his temper / | $c: translated from the French by Robert Eglesfield,1967,m,high_male,174.56465278664794
uc1.32106009000859,"Okri, Ben.",Stars of the new curfew / | $c: Ben Okri.,1988,m,,173.60483200115738
uc1.b5032759,"Stead, Christina,",The little hotel : | a novel / | $c: Christina Stead.,1973,f,,173.47752486744358
uc1.32106017532174,"Stark, Richard",The green eagle score / | $c: Richard Stark,1986,m,mixed,173.24072440288094
inu.30000100689912,"Nesin, Aziz.",Out of the way! Socialism's coming! = | Sosyalizm geliyor savulun / | $c: Aziz Nesin ; English translations by Damian Croft.,2001,u,high_male,172.94133297858187
mdp.39015010486895,"Simenon, Georges,",Maigret has doubt; | $c: translated from the French by Lyn Moir.,1968,m,mixed,172.8953318260407
mdp.39015065134689,"Mrabet, Mohammed,",Love with a few hairs;,1967,m,mixed,172.23336530914798
uc1.32106001985073,"Gilbert, Michael Francis,",Death has deep roots.,1951,m,,171.34541357619003
uc1.b2806594,"Grayland, Valerie.",Night of the reaper.,1963,f,,171.27838643947672
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,170.65385709319597
mdp.39015043101354,"McEwan, Ian.",Amsterdam / | $c: Ian McEwan.,1998,m,high_male,170.48759452032814
mdp.39015071561669,"Macdonald, Ross,",The dark tunnel / | $c: Ross Macdonald.,1972,m,,169.97702162485442
nyp.33433074919451,"Ainsworth, William Harrison,",John Law,1864,m,mixed,169.2897272761097
uc1.32106019293932,"Yardley, Jane",Dancing with Dr Kildare / | $c: Jane Yardley,2008,f,high_female,169.01408450704224
uiuo.ark:/13960/t8bg31t1q,"Downey, Edmund,",In one town,1886,m,mixed,168.79886282871357
mdp.39015063964228,"Thomson, Basil,","Mr. Pepper, | investigator, | $c: by Basil Thomson.",1925,m,mixed,168.7289088863892
mdp.39015000626385,"Koning, Hans.",I know what I'm doing.,1966,m,high_female,168.69728209934397
wu.89001203082,"Cocteau, Jean,",The human voice / | $c: by Jean Cocteau ; translated by Carl Wildman.,1961,f,mixed,167.5797615211086
mdp.39015014135506,"Morrison, Nancy Brysson.","The other traveller, | a novel.",1957,f,,167.4138026454148
uc1.32106007711861,"Westlake, Donald E.",The black ice score / | $c: Richard Stark.,1986,m,high_male,167.00537234149581
mdp.39015040539515,,Finbar's hotel / | $c: devised and edited by Dermot Bolger.,1997,u,,166.93954862114353
uc1.32106019093969,"Stanley, Oliver",Hotel Victoire / | $c: Oliver Stanley,2007,m,,166.75366858070876
uc1.b3929709,"Sansom, William,","South : | aspects and images from Corsica, Italy and southern France.",1948,m,high_male,166.4548150838327
uc1.$b149289,"Priestley, J. B. (John Boynton),",The world of J. B. Priestley; | $c: chosen and introduced by Donald G. MacRae.,1967,m,,165.88203684450312
mdp.39015014861614,"Kachingwe, Aubrey,",No easy task.,1966,m,,165.88133474372535
uc1.32106011414114,"Simenon, Georges,",Maigret and the lazy burglar; | $c: translated from the French by Daphne Woodward,1966,m,,165.72898948929304
wu.89046632451,"Cordelli, Franco,",Pinkerton / | $c: Franco Cordelli ; translated by Teresa Waugh.,1990,m,,165.0346572780284
mdp.39015063642733,"Sansom, William,","South : | aspects and images from Corsica, Italy and southern France.",1948,m,high_male,165.01400348194687
uc1.b4091202,"Jhabvala, Ruth Prawer,",A backward place ,1965,f,high_female,164.75945120124618
uc2.ark:/13960/t3mw2f73w,"Smart, Hawley,",At fault,1883,m,,164.34940305274293
mdp.39015021870673,"Gray, Alasdair.","McGrotty and Ludmilla, or, The Harbinger report / | $c: Alasdair Gray.",1990,u,high_male,164.32475938160235
mdp.39015018951866,"Edric, Robert,",In the days of the American museum / | $c: Robert Edric.,1990,m,,163.6106899264794
mdp.39015078807446,"Upson, Nicola.",An expert in murder / | $c: Nicola Upson.,2009,u,mixed,163.5160536088146
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,163.3769408575474
mdp.39015078783472,"Lee, Tom,",Greenfly / | $c: Tom Lee.,2009,m,mixed,163.11273468694247
mdp.39015037287151,"Tabucchi, Antonio,",Declares Pereira : | a true account / | $c: Antonio Tabucchi ; translated from the Italian by Patrick Creagh.,1995,m,high_male,161.73669266434246
uc1.32106006530197,"Fraser, Antonia,",Cool repentance / | $c: Antonia Fraser.,1982,f,,161.46260277715677
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,161.20821313422704
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,160.76843240603188
mdp.39015060112565,"Haylock, John.",Loose connections / | $c: by John Haylock.,2003,m,mixed,160.53999817568183
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,,160.25171244589063
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,160.11711423212407
inu.39000002867070,"Kiefer, Warren,",The Pontius Pilate papers / | $c: [by] Warren Kiefer.,1976,m,,159.6080640480702
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,158.32966437497882
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,high_female,157.78628201354135
uc1.32106011414247,"Simenon, Georges,",Maigret on the defensive; | $c: translated from the French by Alastair Hamilton,1968,m,mixed,157.40241050548659
uc1.b3321970,"Coleman, John,",The rival queens,1887,m,mixed,157.21725459369165
uc1.32106012238371,"Stangerup, Henrik",Snake in the heart : | a novel / | $c: Henrik Stangerup ; translated from the Danish by Anne Born,1996,u,mixed,156.61707126076743
uc1.32106018853751,"Rosendorfer, Herbert,",Grand solo for Anton / | $c: Herbert Rosendorfer ; translated by Mike Mitchell,2006,m,high_male,156.6113096489384
mdp.39015000614423,"Smith, Anthony,",Sea never dry.,1958,m,high_male,156.50373020168976
inu.32000009069933,"Samuel, Edwin, Viscount Samuel,",A cottage in Galilee / | $c: Edwin Samuel.,1957,m,,155.71514866769581
uc1.$b435114,"Vinogradov, Anatoliĭ,","The condemnation of Paganini,",1946,u,,155.5180216068071
mdp.39015000638018,"Leacock, Stephen,",Sunshine sketches of a little town,1912,m,high_male,155.16241299303945
mdp.39015030945557,"Appiah, Peggy.",A smell of onions / | $c: Peggy Appiah.,1979,f,,154.86414191186822
uc1.32106001932869,"Darton, F. J. Harvey (Frederick Joseph Harvey),","Vincent Crummles, | his theatre and his times, | $c: arranged by F. J. Harvey Darton ... With an historical introductory note and appendices from Nicholas Nickleby by Charles Dickens.",1926,m,,154.67992712856767
mdp.39015040053863,"Brownjohn, Alan,",The long shadows / | $c: Alan Brownjohn.,1997,m,mixed,154.52912670710631
mdp.39015077135542,"Blake, Victoria.",Jumping the cracks / | $c: Victoria Blake.,2008,f,,154.46966741247383
mdp.39015005324507,"Marlowe, Derek.",Nightshade / | $c: Derek Marlowe.,1975,m,,154.12202314794231
inu.32000005556503,"Peis, Günter,",The man who started the war.,1960,u,high_male,154.0667701679328
nyp.33433067352884,"Watson, E. H. Lacon",A conversational tour in America,1914,u,,153.73352855051243
uc1.32106012744568,"Colvin, Clare",A fatal season / | $c: Clare Colvin,1996,f,mixed,153.70328860994587
mdp.39015010309220,"McEwan, Ian.",The comfort of strangers / | $c: Ian McEwan.,1981,m,high_female,153.58838313320302
uc1.b3322747,"Herman, Henry,",A leading lady,1891,m,,152.15464203966604
inu.30000126983992,"Forsyth, Neil.",Let them come through / | $c: Neil Forsyth.,2009,m,high_male,151.74769993843378
mdp.39015077124553,"Carr, Reg.",The last tango of Señor Menendez / | $c: Reg Carr.,2008,m,mixed,151.16249108914292
wu.89034961391,"Bernhard, Thomas.",The cheap-eaters / | $c: by Thomas Bernhard ; translated from the German by Ewald Osers.,1990,m,high_male,150.82081327223156
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,150.25269771889086
mdp.39015038110683,"Ilʹf, Ilʹi͡a,",The twelve chairs / | $c: Ilf & Petrov ; translated from the Russian by John Richardson ; introd. by Maurice Friedberg.,1961,u,,150.14666388043992
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,149.98202270275823
mdp.39015016424627,"Henrey, Robert, Mrs.,",Madeleine grown up.,1953,f,mixed,149.94161259785935
mdp.39015014139912,"Jacobson, Dan.",Beggar my neighbour; | $c: short stories.,1964,m,mixed,149.5937637241985
uc1.32106015901462,"Carey, Edward,",Alva & Irva / | $c: Edward Carey,2003,m,mixed,149.52153110047846
uc1.32106008858273,"Pritchett, V. S. (Victor Sawdon),",A careless widow : | & other stories / | $c: by V.S. Pritchett.,1989,m,,149.4032978045003
mdp.39015062110344,"Follett, Ken.",On wings of eagles / | $c: by Ken Follett.,1983,m,high_male,149.30944382232175
inu.32000009269517,"Mortimer, John,",Charade / | $c: John Mortimer.,1947,m,,149.2310035023603
uc1.$b300860,"Hewitt, Frank.",Trust company.,1952,m,high_male,149.2169194721914
mdp.39015040721345,"Hofmann, Gert.",The film explainer / | $c: Gert Hofmann ; translated from the German by Michael Hofmann.,1995,u,high_male,149.1280573787954
mdp.39015063975406,"Wyndham, Horace,",Limelight,1914,m,mixed,148.95673432258798
mdp.39015060776740,"Angell, Barbara.",The entertainment machine / | $c: by Barbara Angell.,1970,f,mixed,148.89851711722707
inu.30000039942168,"Conton, Paul,",The price of liberty / | $c: Paul Conton.,1992,m,mixed,148.67067906614307
mdp.39015046392869,"Ilʹf, Ilʹi͡a,",Diamonds to sit on : | a Russian comedy of errors / | $c: by Ilya Ilf and Eugene Petrov ; translated from the Russian by Elizabeth Hill and Doris Mudie.,1940,u,high_male,148.57166277306447
mdp.39015012834100,"Mortimer, John,",Charade / | $c: John Mortimer.,1986,m,,148.5231044359911
mdp.39015031305603,"Straus, Dorothea.",Showcases.,1975,f,,148.3746915169041
uiuo.ark:/13960/t7gq7kp8t,"Henty, G. A.",Dorothy's double,1894,m,,148.129860511048
inu.30000100685415,"Daeninckx, Didier,",Murder in memoriam / | $c: Didier Daeninckx ; translated by Liz Heron.,2005,m,mixed,148.02320177627843
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,,147.9694823634062
uc1.b4948557,"Fitzgerald, Penelope.",At Freddie's / | $c: Penelope Fitzgerald.,1982,f,mixed,147.96230177876419
mdp.39015053576909,"Mole, John,","Thanks, Eddie. / | $c: John Mole.",1989,m,,147.53164299377315
uc2.ark:/13960/t88g8mj8t,"Bennett, Arnold,",The regent;,1913,m,high_male,147.51795192007492
inu.30000110628405,,Ox-tales air : | original stories from remarkable writers.,2009,u,,147.3047217135122
inu.30000110609926,"Cleverly, Barbara.",Folly du jour / | $c: Barbara Cleverly.,2007,f,,147.17355840839775
njp.32101068163656,,"Frascati's, or, Scenes in Paris",1830,m,mixed,146.5497100864431
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,146.24202316237296
wu.89073622094,"Budd, Jackson.",Around France in an 8 h p car.,1950,m,,146.2140992167102
uc2.ark:/13960/t6833t28s,"Bennett, Arnold,","The loot of cities, being the adventures of a millionaire in search of joy (a fantasia);",1917,m,mixed,146.03354060674582
mdp.39015064948279,"Gardiner, Michael,",Escalator / | $c: Michael Gardiner.,2006,m,mixed,145.9927507047926
uc2.ark:/13960/t1gh9d91g,"Provost, Maxime.",My Austrian love,1917,u,,145.96521418474586
inu.39000002570237,"Newman, G. F. (Gordon F.)",The Guvnor / | $c: G. F. Newman.,1977,m,high_male,145.8689275007253
mdp.39015008631205,"Ballard, J. G.,",Hello America / | $c: J.G. Ballard.,1981,m,high_male,145.73465882475406
mdp.39015004984913,,Soviet humour : | stories and cartoons from Crocodile / | $c: selected and translated by Peter Tempest.,1949,u,mixed,145.72787237306335
uiuo.ark:/13960/t6j10p387,"Norway, Arthur H.",The government official,1887,f,high_male,145.66533014971992
mdp.39015000513641,"Binder, Pearl.",Russian families / | $c: by Pearl Binder ; with forty-seven drawings by the author.,1942,f,mixed,145.65126924677486
mdp.39015032814553,"Moyano, Daniel.",The devil's trill / | $c: Daniel Moyano ; translated by Giovanni Pontiero.,1988,m,high_male,145.5989410986102
uiuo.ark:/13960/t7dr3gb3w,"Norway, Arthur H.",The government official,1887,f,high_male,145.03934577997222
uc1.$b119609,"Barker, Dudley.",The ladder.,1968,m,,144.94611357070315
inu.30000036605800,"Narayan, R. K.,","An astrologer's day, | and other stories.",1947,m,high_male,144.76823677649392
mdp.39015040179452,"Edric, Robert,",In desolate heaven : | a novel / | $c: Robert Edric.,1997,m,,144.6736563216287
uiuo.ark:/13960/t43r14q58,"Browne, J. Jemmett.",Lone lassie,1886,u,,144.4608824297276
mdp.39015025221246,"Crace, Jim.",Arcadia / | $c: Jim Crace.,1992,m,,144.45405605153314
mdp.39015014116431,"Lafitte, J.-B.-P.",Adventures of an actor,1842,m,,143.80092949586313
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,high_male,143.39336173084223
mdp.39015046485747,"Berkoff, Steven.",Graft : | tales of an actor / | $c: Steven Berkoff.,1998,m,high_male,143.32188274905022
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,142.75300692503947
uc1.b4358582,"Hindus, Maurice Gerschon,",We shall live again,1939,m,high_male,142.37324332180506
uc2.ark:/13960/t53f4s90n,"Poynter, E. Frances",My little lady,1871,f,,142.11365251291505
uc1.b3475735,"Harvey, J. R. (John Robert)",The plate shop / | $c: [by] John Harvey,1979,m,high_male,142.0267746771521
uc1.$b389688,"Cockburn, Claud,",Ballantyne's folly: | a novel.,1970,m,,142.00082938537517
mdp.39015082662209,"Watkins, Gwen.",Nectar of the gods / | $c: Gwen C. Watkins.,2008,f,,141.80640862456326
nyp.33433082123674,"Dilke, Charles Wentworth,",The fall of Prince Florestan of Monaco,1874,m,high_male,141.13801812509286
mdp.39015046486125,"Gilfillan, Ross.",The snake-oil Dickens man / | $c: Ross Gilfillan.,1998,m,,141.12256586483392
inu.30000107641577,"Njihia, Joseph Kagia.","By all means, laugh! / | $c: Joseph Kagia Njihia.",2005,m,high_female,141.09054693335545
mdp.39015041543987,"Edgell, Zee.",The festival of San Joaquin / | $c: Zee Edgell.,1997,f,high_female,140.9175903092057
wu.89044543270,"Rimmer, Dave.",Once upon a time in the East / | $c: Dave Rimmer.,1992,m,high_male,140.66265835270303
mdp.39015066619159,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,140.4179498979315
uc1.$b161785,"Ongaro, Alberto,",Excelsior; | $c: translated from the Italian by Giles Cremonesi.,1967,m,,140.33184353589075
uc2.ark:/13960/t1gh9f65g,"Littlefair, Mary.",An English girl's adventures in hostile Germany,1915,f,mixed,140.29084687767323
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,140.1541695865452
uc1.32106015511279,"Archer, Jeffrey,",The eleventh commandment / | $c: Jeffrey Archer,1998,m,mixed,140.07274232186487
ien.35558005344532,"Hooper, Henry,","Wash. Boltor, M.D.; or, The life of an orator",1872,u,mixed,140.00907101023446
uc1.$b245317,"(Victor Sawdon), Pritchett, V. S.","The Spanish virgin, and other stories,",1930,u,mixed,139.84096517685768
uc1.$b800681,"Gratus, Jack.",A man in his position.,1968,m,,139.82036637675665
uc1.$b396080,"Simenon, Georges,",The prison / | $c: Georges Simenon ; translated from the French by Lyn Moir.,1969,m,,139.8131105762424
mdp.39015030739778,"De Polnay, Peter,",The moon and the marabou stork.,1973,m,,139.74688834615435
uc1.b3586723,"Bernhard, Thomas.",Old masters : | a comedy / | $c: Thomas Bernhard ; translated from the German by Ewald Osers.,1989,m,high_male,139.7121083827265
nyp.33433074971403,"Merrick, Leonard,",The actor-manager,1898,m,mixed,139.7014799953783
uc1.32106014670225,"Hudson, Mark,",The music in my head / | $c: Mark Hudson.,1998,m,mixed,139.6834265614385
mdp.39076005268813,"Gardner, John,",Every night's a bullfight; | $c: [by] John Gardner.,1971,m,,139.4194879901638
uc1.b3752241,"Simenon, Georges,",Maigret and the Saturday caller / | $c: Georges Simenon ; translated from the French by Tony White.,1964,m,mixed,139.2954953253376
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,high_male,139.21113689095128
mdp.39015014681624,"Johnson, Uwe,",An absence; | $c: translated from the German by Richard and Clara Winston.,1969,u,high_male,139.06523973638068
uc1.b2837788,"Ryan, Isobel.",The crane.,1968,f,high_male,138.43648208469057
uc1.32106011994172,"Binchy, Maeve.",London Transports / | $c: Maeve Binchy.,1983,f,high_female,138.2039170397857
uc1.$b318455,"Matveev, Michel, | Les traqués.",Bitter Draught / | $c: Michel Matveev ; translated by Desmond Flower.,1935,m,high_male,137.8723990946379
mdp.39015030038767,"Cost, March,","Rachel; | an interpretation, | $c: by March Cost [pseud.]",1947,m,mixed,137.59677982461545
mdp.39015078793414,"Brownjohn, Alan,",Windows on the moon / | $c: Alan Brownjohn.,2009,m,mixed,137.44254581950918
uc2.ark:/13960/t2q52jk6g,"Wood, Eric Erskine.",A bachelor in Japan,1916,m,high_female,137.34277866126934
mdp.39015053541374,"Gibson, John Frederic.",File on Helen Morgan / | $c: John Gibson.,1968,m,,137.2369624885636
mdp.39015053499847,"Ballard, J. G.,",The atrocity exhibition / | $c: J. G. Ballard.,1969,m,,136.8711730099652
uiuo.ark:/13960/t3st7w32r,"Lyall, Edna,",Knight-errant,1887,f,mixed,136.65715572908846
mdp.49015001034512,"(Gilbert Keith), Chesterton, G. K.","The sword of wood, | a story | $c: by G.K. Chesterton.",1928,u,high_male,136.56538067599863
mdp.39015002712076,"(John Boynton), Priestley, J. B.",Self-selected essays.,1932,m,high_male,136.55913978494624
mdp.39015056190716,"Coelho, Paulo,",The devil and Miss Prym / | $c: Paulo Coelho.,2001,m,high_female,136.31971286581998
mdp.39015038017987,"Gladkov, Fedor,",Cement / | $c: by Feodor Vasilievich Gladkov ; translated from the Russian by A. S. Arthur and C. Ashleigh.,1929,u,high_male,136.2093292912924
mdp.39015002712068,"Priestley, J. B. (John Boynton),",Self-selected essays.,1937,m,,135.6736141527877
mdp.39015002699091,"Williams, Gordon M.,","Walk, don't walk / | $c: Gordon Williams.",1972,m,high_male,135.58300692979813
uc1.$b119560,"Barwin, Victor.",Millionaires and tatterdemalions; | stories of Jewish life in South Africa.,1952,m,,135.54049550049996
uc1.b3752397,"Ionesco, Eugène.",The hermit / | $c: Eugène Ionesco ; translated from the French by Richard Seaver.,1983,u,high_female,135.2754270613773
uc1.32106011220693,"Manotti, Dominique",Rough Trade / | $c: Dominique Manotti ; translated from the French by Margaret Crosland and Elfreda Powell,2001,f,,134.97405693451128
mdp.39015022273133,"Brooke-Rose, Christine,",Textermination / | $c: Christine Brooke-Rose.,1991,f,,134.68985256271498
uc1.$b255853,"Ellis, Royston,",The rush at the end / | $c: Royston Ellis.,1967,m,,134.6604766792538
mdp.39015040572409,"Francis, Dick.",10 lb. penalty / | $c: Dick Francis.,1997,m,,134.59895363943866
uc1.$b119739,"De Polnay, Peter,",The second death of a hero.,1968,m,mixed,134.5760853312067
mdp.39015058017818,"Francis, Dick.",Comeback / | $c: Dick Francis.,1991,m,,134.50302417627606
uc1.32106018921038,"Westlake, Donald E.",Point blank / | $c: Richard Stark.,1984,m,high_male,134.42713359988971
mdp.39015019151714,"Steffens, Lincoln,",The autobiography of Lincoln Steffens ...,1931,m,high_male,134.21037106955342
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,134.18943699244582
mdp.39015008442041,"Wain, John.",The smaller sky / | $c: John Wain.,1967,m,high_male,134.16965753194916
pst.000016376755,"Pym, Barbara.",Quartet in autumn / | $c: Barbara Pym.,1977,f,,133.94171327642036
