docid,htid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
13218,uc1.b3290866,"(Goodwin, William)",,1830,,m,v. 1,Cloudesley
13218,uc1.b3290867,"(Goodwin, William)",,1830,,m,v. 2,Cloudesley
13218,uc1.b3290868,"(Goodwin, William)",,1830,,m,v. 3,Cloudesley
14003,uiuo.ark:/13960/t6nz8qp53,"Acton, Eugenia de,",,1801,,f,v.1,The microcosm
14003,uiuo.ark:/13960/t6b28ds6f,"Acton, Eugenia de,",,1801,,f,v.5,The microcosm
14003,uiuo.ark:/13960/t48p6k665,"Acton, Eugenia de,",,1801,,f,v.4,The microcosm
14003,uiuo.ark:/13960/t4xh05574,"Acton, Eugenia de,",,1801,,f,v.3,The microcosm
14003,uiuo.ark:/13960/t3st84p8j,"Acton, Eugenia de,",,1801,,f,v.2,The microcosm
14302,mdp.39015063526795,"Agg, John,",,1816,,m,v.1,Eighteen hundred and fifteen;
14302,mdp.39015063526787,"Agg, John,",,1816,,m,v.2,Eighteen hundred and fifteen;
14302,mdp.39015063526779,"Agg, John,",,1816,,m,v.3,Eighteen hundred and fifteen;
11539,uc1.b4104878,"Aguilar, Grace,",,1847,,f,v.2,Home influence;
11539,uc1.b4104877,"Aguilar, Grace,",,1847,,f,v.1,Home influence;
13825,uiuo.ark:/13960/t0000tq23,"Ainsworth, William Harrison,",,1841,,m,v. 1,Old Saint Paul's
14065,uiuo.ark:/13960/t5fb5rg4v,"Ainsworth, William Harrison,",,1841,,m,v. 1,"Guy Fawkes, or, The gunpowder treason"
11900,nyp.33433074852694,"Ainsworth, William Harrison,",,1845,,m,, Effects  and adventures of Raby Rattler
9457,uiuo.ark:/13960/t61558m8m,"Ainsworth, William Harrison,",,1837,,m,v.3,Crichton
6575,hvd.hwjssd,"Ainsworth, William Harrison,",,1839,,m,v.3,Jack Sheppard
6575,hvd.hwjssc,"Ainsworth, William Harrison,",,1839,,m,v.2,Jack Sheppard
14065,uiuo.ark:/13960/t2v41dm1c,"Ainsworth, William Harrison,",,1841,,m,v. 3,"Guy Fawkes, or, The gunpowder treason"
13825,uiuo.ark:/13960/t58d0m05n,"Ainsworth, William Harrison,",,1841,,m,v. 2,Old Saint Paul's
14065,uiuo.ark:/13960/t20c5n76x,"Ainsworth, William Harrison,",,1841,,m,v. 2,"Guy Fawkes, or, The gunpowder treason"
13825,uiuo.ark:/13960/t03x8z50w,"Ainsworth, William Harrison,",,1841,,m,v. 3,Old Saint Paul's
3496,nyp.33433074925748,"Amory, Thomas,",,1823,,m,,"The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq"
12153,njp.32101067627628,"Appleton,",,1816,,f,v.3,Edgar
12153,njp.32101067627636,"Appleton,",,1816,,f,v.2,Edgar
2084,dul1.ark:/13960/t3pv70m81,"Argus, Arabella.",,1821,,f,v.2,Ostentation and liberality
2084,dul1.ark:/13960/t5fb5k557,"Argus, Arabella.",,1821,,f,v.1,Ostentation and liberality
13670,uiuo.ark:/13960/t2b85hw0z,"Ashe, Thomas,",,1811,,m,v.2,"The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh"
13670,uiuo.ark:/13960/t49p39n8t,"Ashe, Thomas,",,1811,,m,v.1,"The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh"
13670,uiuo.ark:/13960/t39z9dr9n,"Ashe, Thomas,",,1811,,m,v.3,"The spirit of  The book;  or, Memoirs of Caroline Princess of Hasburgh"
295,hvd.hwiwh6,"Austen, Jane,",,1833,,f,,Mansfield Park
14032,uiuo.ark:/13960/t09w14g77,"Austen, Jane,",,1818,,f,v. 1,Northanger Abbey
14032,uiuo.ark:/13960/t6zw24n6x,"Austen, Jane,",,1818,,f,v. 2,Northanger Abbey
14032,uiuo.ark:/13960/t4km00443,"Austen, Jane,",,1818,,f,v. 3,Northanger Abbey
14032,uiuo.ark:/13960/t2b85z60c,"Austen, Jane,",,1818,,f,v. 4,Northanger Abbey
7817,nyp.33433081604062,Author of Spring flowers & summer blossoms.,,1850,,f,,"Silver blossoms to produce golden fruit for the young and good, or, Golden keys to good old proverbs"
9751,njp.32101036109179,"Bage, Robert,",,1820,,m,v.48,Man as he is not
14306,uiuo.ark:/13960/t3mw2pv2c,"Bainbridge, Maria.",,1843,,f,v.1,Rose of Woodlee
14306,uiuo.ark:/13960/t09w0q71v,"Bainbridge, Maria.",,1843,,f,v.2,Rose of Woodlee
14306,uiuo.ark:/13960/t1jh3tc3n,"Bainbridge, Maria.",,1843,,f,v.3,Rose of Woodlee
14091,uiuo.ark:/13960/t55d93269,"Balfour, Alexander,",,1823,,m,v.4,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t0js9xg2h,"Balfour, Alexander,",,1823,,m,v.1,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t2p55tv9n,"Balfour, Alexander,",,1823,,m,v.3,"The foundling of Glenthorn, or, The smuggler's cave"
14091,uiuo.ark:/13960/t78s50f4s,"Balfour, Alexander,",,1823,,m,v.2,"The foundling of Glenthorn, or, The smuggler's cave"
10056,njp.32101066477926,"Ballantine, James,",,1843,,m,,The gaberlunzie's wallet
13975,uiuo.ark:/13960/t0zp49609,"Banim, John,",,1842,,m,v.3,Father Connell
14486,mdp.39015063751906,"Banim, John,",,1831,,m,v.1,The smuggler;
14486,mdp.39015063751914,"Banim, John,",,1831,,m,v.2,The smuggler;
7553,uc2.ark:/13960/t2s46nj5k,"Banim, John,",,1826,,m,v.2,Tales
5833,uc2.ark:/13960/t25b03g2t,"Banim, John,",,1826,,m,v.0003,Tales
14486,mdp.39015063751930,"Banim, John,",,1831,,m,v.3,The smuggler;
14537,nyp.33433074964754,"Banim, John,",,1825,,m,v. 1,Tales
14537,nyp.33433074964762,"Banim, John,",,1825,,m,v. 2,Tales
14537,nyp.33433074964770,"Banim, John,",,1825,,m,v. 3,Tales
14670,mdp.39015051155912,"Banim, John,",,1826,,m,v.1,Tales
14670,mdp.39015051155904,"Banim, John,",,1826,,m,v.2,Tales
14670,mdp.39015051156498,"Banim, John,",,1826,,m,v.3,Tales
14789,nyp.33433074932397,"Banim, John,",,1828,,m,v. 1,The Anglo-Irish of the nineteenth century
14789,nyp.33433074932389,"Banim, John,",,1828,,m,v. 2,The Anglo-Irish of the nineteenth century
14789,nyp.33433074932371,"Banim, John,",,1828,,m,v. 3,The Anglo-Irish of the nineteenth century
13989,wu.89087923314,"Banim, John,",,1826,,m,v.3,Tales by the O'Hara family
13989,nyp.33433074955497,"Banim, John,",,1826,,m,v. 2,Tales by the O'Hara family
13989,nyp.33433074955489,"Banim, John,",,1826,,m,v. 1,Tales by the O'Hara family
13975,uiuo.ark:/13960/t0ks6zb9p,"Banim, John,",,1842,,m,v.2,Father Connell
13975,uiuo.ark:/13960/t55d9316v,"Banim, John,",,1842,,m,v.1,Father Connell
13667,mdp.39015063751468,"Banim, John,",,1826,,m,v.1,The Boyne water
13667,mdp.39015063751476,"Banim, John,",,1826,,m,v.2,The Boyne water
13667,mdp.39015063751484,"Banim, John,",,1826,,m,v.3,The Boyne water
13751,mdp.39015064415188,"Banim, John,",,1828,,m,v.1,The croppy;
13751,mdp.39015064415204,"Banim, John,",,1828,,m,v.3,The croppy;
13751,mdp.39015064415196,"Banim, John,",,1828,,m,v.2,The croppy;
14564,uiuo.ark:/13960/t82j6px37,"Banim, Michael,",,1835,,m,v.1,The mayor of Wind-Gap ; and Canvassing
14564,uiuo.ark:/13960/t7vm4hj9x,"Banim, Michael,",,1835,,m,v.3,The mayor of Wind-Gap ; and Canvassing
14564,uiuo.ark:/13960/t8x92g77j,"Banim, Michael,",,1835,,m,v.2,The mayor of Wind-Gap ; and Canvassing
13381,mdp.39015059389588,"Barrett, Eaton Stannard,",,1813,,m,v.1,The heroine
14734,uiuo.ark:/13960/t3708mj5v,"Barrett, Eaton Stannard,",,1819,,m,v.1,The metropolis
14734,uiuo.ark:/13960/t85h8313w,"Barrett, Eaton Stannard,",,1819,,m,v.2,The metropolis
14734,uiuo.ark:/13960/t9n30df3f,"Barrett, Eaton Stannard,",,1819,,m,v.3,The metropolis
9571,nyp.33433074936661,"Barrett, Eaton Stannard,",,1815,,m,,"The heroine, or, Adventures of Cherubina"
13381,mdp.39015059389604,"Barrett, Eaton Stannard,",,1813,,m,v.3,The heroine
